# Data source: VanderSat
# Creation date: 2024-10-22
# Copyright: 2024, VanderSat B.V.
# Documentation: https://docs.vandersat.com/
# Contact information: https://vandersat.com/contact/
# Unit K
date,LST-AMSR2-DESC_V1.0_1000
2012-10-25,272.7460
2012-10-26,273.0691
2012-10-27,270.8262
2012-10-28,271.8294
2012-10-29,274.8689
2012-10-30,276.0467
2012-10-31,275.6891
2012-11-01,274.5950
2012-11-02,274.1961
2012-11-03,274.2202
2012-11-04,273.2856
2012-11-05,274.0956
2012-11-06,272.8606
2012-11-07,273.4324
2012-11-08,275.7220
2012-11-09,273.7503
2012-11-10,270.8351
2012-11-11,271.0355
2012-11-12,270.3433
2012-11-13,269.1162
2012-11-14,270.1151
2012-11-15,271.1490
2012-11-16,270.4914
2012-11-17,271.8481
2012-11-18,272.6031
2012-11-19,273.7730
2012-11-20,272.1098
2012-11-21,275.4864
2012-11-22,275.3050
2012-11-23,268.7904
2012-11-24,270.5853
2012-11-25,271.7974
2012-11-26,266.0696
2012-11-27,270.1516
2012-11-28,269.9862
2012-11-29,269.6983
2012-11-30,270.9954
2012-12-01,274.3968
2012-12-02,274.1574
2012-12-03,277.1130
2012-12-04,270.6466
2012-12-05,270.4440
2012-12-06,274.8859
2012-12-07,269.5117
2012-12-08,270.1985
2012-12-09,270.1701
2012-12-10,268.5879
2012-12-11,270.5635
2012-12-12,270.9204
2012-12-13,270.1963
2012-12-14,270.9416
2012-12-15,269.5668
2012-12-16,270.5055
2012-12-17,269.4822
2012-12-18,270.3567
2012-12-19,269.4444
2012-12-20,268.4857
2012-12-21,267.3185
2012-12-22,268.7509
2012-12-23,267.2240
2012-12-24,267.3098
2012-12-25,266.1128
2012-12-26,266.7769
2012-12-27,267.2226
2012-12-28,267.8545
2012-12-29,267.7432
2012-12-30,268.0259
2012-12-31,269.8854
2013-01-01,267.2261
2013-01-02,270.6961
2013-01-03,269.6861
2013-01-04,271.1610
2013-01-05,269.7179
2013-01-06,270.5488
2013-01-07,271.5576
2013-01-08,269.9437
2013-01-09,273.1419
2013-01-10,273.9908
2013-01-11,276.0023
2013-01-12,265.3677
2013-01-13,263.8038
2013-01-14,264.3678
2013-01-15,264.5031
2013-01-16,276.2467
2013-01-17,264.8575
2013-01-18,268.3262
2013-01-19,269.4166
2013-01-20,264.7840
2013-01-21,263.8426
2013-01-22,266.6125
2013-01-23,264.0508
2013-01-24,265.1886
2013-01-25,265.1165
2013-01-26,266.3348
2013-01-27,270.1895
2013-01-28,270.7076
2013-01-29,268.9615
2013-01-30,267.8691
2013-01-31,265.0501
2013-02-01,266.2067
2013-02-02,266.5307
2013-02-03,266.2052
2013-02-04,266.3804
2013-02-05,269.4511
2013-02-06,268.7049
2013-02-07,269.0348
2013-02-08,268.2459
2013-02-09,270.4564
2013-02-10,271.6991
2013-02-11,270.9342
2013-02-12,269.4128
2013-02-13,272.4073
2013-02-14,271.1673
2013-02-15,269.7997
2013-02-16,269.7736
2013-02-17,270.9408
2013-02-18,272.9359
2013-02-19,266.1288
2013-02-20,265.5931
2013-02-21,267.7353
2013-02-22,268.1905
2013-02-23,267.9802
2013-02-24,270.7078
2013-02-25,268.7692
2013-02-26,269.4263
2013-02-27,271.7892
2013-02-28,269.8771
2013-03-01,270.2092
2013-03-02,272.2433
2013-03-03,273.1879
2013-03-04,271.3993
2013-03-05,269.2924
2013-03-06,270.1798
2013-03-07,267.5033
2013-03-08,270.2814
2013-03-09,272.6016
2013-03-10,268.9411
2013-03-11,270.2474
2013-03-12,271.4426
2013-03-13,269.5656
2013-03-14,272.9820
2013-03-15,273.3220
2013-03-16,269.7223
2013-03-17,271.2309
2013-03-18,270.1925
2013-03-19,268.1634
2013-03-20,265.5311
2013-03-21,268.5760
2013-03-22,270.0121
2013-03-23,265.9583
2013-03-24,265.3397
2013-03-25,266.0517
2013-03-26,266.1505
2013-03-27,268.1061
2013-03-28,271.0617
2013-03-29,272.4023
2013-03-30,273.4531
2013-03-31,271.8394
2013-04-01,269.0221
2013-04-02,271.1044
2013-04-03,273.3619
2013-04-04,273.2689
2013-04-05,273.5354
2013-04-06,274.3524
2013-04-07,274.4740
2013-04-08,274.6512
2013-04-09,269.7630
2013-04-10,268.9164
2013-04-11,271.6158
2013-04-12,272.0240
2013-04-13,272.5600
2013-04-14,271.6701
2013-04-15,274.1430
2013-04-16,271.8885
2013-04-17,269.5483
2013-04-18,270.7945
2013-04-19,268.9499
2013-04-20,270.7878
2013-04-21,275.9617
2013-04-22,269.6594
2013-04-23,268.8619
2013-04-24,270.9506
2013-04-25,270.7274
2013-04-26,272.1235
2013-04-27,275.5167
2013-04-28,277.2981
2013-04-29,272.9055
2013-04-30,274.3844
2013-05-01,271.3750
2013-05-02,271.1740
2013-05-03,271.9374
2013-05-04,273.1848
2013-05-05,273.4811
2013-05-06,275.8748
2013-05-07,277.4416
2013-05-08,279.8102
2013-05-09,276.5284
2013-05-10,275.8689
2013-05-11,
2013-05-12,
2013-05-13,
2013-05-14,
2013-05-15,281.7638
2013-05-16,281.4150
2013-05-17,282.6121
2013-05-18,283.3334
2013-05-19,282.4143
2013-05-20,279.7347
2013-05-21,275.5497
2013-05-22,275.4037
2013-05-23,278.1790
2013-05-24,281.0223
2013-05-25,282.2976
2013-05-26,282.9559
2013-05-27,285.5835
2013-05-28,282.5484
2013-05-29,284.2872
2013-05-30,283.9462
2013-05-31,280.8894
2013-06-01,277.0688
2013-06-02,275.2384
2013-06-03,279.3009
2013-06-04,277.9757
2013-06-05,279.3445
2013-06-06,277.7956
2013-06-07,281.7757
2013-06-08,284.0186
2013-06-09,281.9663
2013-06-10,283.5575
2013-06-11,283.9665
2013-06-12,284.9073
2013-06-13,284.5198
2013-06-14,289.2535
2013-06-15,284.2347
2013-06-16,285.9948
2013-06-17,285.9726
2013-06-18,283.1644
2013-06-19,289.1347
2013-06-20,291.3191
2013-06-21,286.5649
2013-06-22,286.9606
2013-06-23,286.0242
2013-06-24,283.9990
2013-06-25,291.7900
2013-06-26,287.3941
2013-06-27,286.7979
2013-06-28,287.9176
2013-06-29,285.7408
2013-06-30,287.4211
2013-07-01,286.5587
2013-07-02,288.2016
2013-07-03,288.5867
2013-07-04,292.8215
2013-07-05,290.5721
2013-07-06,288.9781
2013-07-07,289.4648
2013-07-08,288.4870
2013-07-09,286.8497
2013-07-10,281.3935
2013-07-11,288.4609
2013-07-12,293.2436
2013-07-13,289.1707
2013-07-14,289.3242
2013-07-15,290.5311
2013-07-16,292.2621
2013-07-17,290.3743
2013-07-18,291.7755
2013-07-19,287.3559
2013-07-20,285.0568
2013-07-21,285.5958
2013-07-22,285.4593
2013-07-23,283.6383
2013-07-24,284.0171
2013-07-25,286.1332
2013-07-26,281.6198
2013-07-27,279.0609
2013-07-28,279.9659
2013-07-29,285.4845
2013-07-30,284.6126
2013-07-31,282.4710
2013-08-01,283.0060
2013-08-02,282.6936
2013-08-03,284.4432
2013-08-04,285.1695
2013-08-05,286.1766
2013-08-06,285.7635
2013-08-07,282.5360
2013-08-08,282.3723
2013-08-09,281.0401
2013-08-10,281.9733
2013-08-11,283.6559
2013-08-12,282.5250
2013-08-13,282.9732
2013-08-14,284.1068
2013-08-15,286.6041
2013-08-16,287.3985
2013-08-17,288.4980
2013-08-18,291.5993
2013-08-19,289.4696
2013-08-20,290.6217
2013-08-21,288.2409
2013-08-22,284.9290
2013-08-23,289.6371
2013-08-24,295.9354
2013-08-25,292.1274
2013-08-26,293.2975
2013-08-27,292.0846
2013-08-28,292.4791
2013-08-29,293.3021
2013-08-30,290.0661
2013-08-31,291.4395
2013-09-01,286.0931
2013-09-02,281.6460
2013-09-03,287.1951
2013-09-04,287.7381
2013-09-05,288.9468
2013-09-06,293.9012
2013-09-07,293.0034
2013-09-08,287.4732
2013-09-09,286.3690
2013-09-10,284.1074
2013-09-11,284.6901
2013-09-12,280.1609
2013-09-13,281.4180
2013-09-14,287.6045
2013-09-15,280.9105
2013-09-16,277.9686
2013-09-17,286.1699
2013-09-18,288.4558
2013-09-19,285.4465
2013-09-20,280.2881
2013-09-21,276.4515
2013-09-22,281.9603
2013-09-23,287.8555
2013-09-24,278.9136
2013-09-25,283.6283
2013-09-26,285.4607
2013-09-27,282.4828
2013-09-28,277.3933
2013-09-29,278.4228
2013-09-30,281.9505
2013-10-01,279.4105
2013-10-02,279.3495
2013-10-03,277.7480
2013-10-04,277.7778
2013-10-05,273.6214
2013-10-06,273.7991
2013-10-07,276.1817
2013-10-08,279.8650
2013-10-09,277.2625
2013-10-10,278.1934
2013-10-11,281.6520
2013-10-12,275.5875
2013-10-13,272.7620
2013-10-14,275.2042
2013-10-15,271.4461
2013-10-16,271.8400
2013-10-17,273.0796
2013-10-18,272.3550
2013-10-19,272.7391
2013-10-20,275.0307
2013-10-21,271.5027
2013-10-22,272.8433
2013-10-23,272.9872
2013-10-24,271.4674
2013-10-25,273.0921
2013-10-26,272.0719
2013-10-27,275.0044
2013-10-28,270.9951
2013-10-29,271.8221
2013-10-30,274.0995
2013-10-31,274.4767
2013-11-01,274.4517
2013-11-02,272.1410
2013-11-03,275.5088
2013-11-04,273.9364
2013-11-05,270.6844
2013-11-06,270.3999
2013-11-07,270.1624
2013-11-08,273.3920
2013-11-09,274.5559
2013-11-10,270.8489
2013-11-11,268.2103
2013-11-12,267.6962
2013-11-13,274.3043
2013-11-14,275.4222
2013-11-15,271.6938
2013-11-16,273.1813
2013-11-17,273.0513
2013-11-18,268.6723
2013-11-19,271.9270
2013-11-20,271.4597
2013-11-21,269.9152
2013-11-22,268.5258
2013-11-23,266.8025
2013-11-24,269.5622
2013-11-25,271.9014
2013-11-26,268.4510
2013-11-27,268.5367
2013-11-28,270.7448
2013-11-29,268.3719
2013-11-30,271.3287
2013-12-01,270.6889
2013-12-02,271.9767
2013-12-03,270.4721
2013-12-04,269.4321
2013-12-05,268.6087
2013-12-06,266.9399
2013-12-07,266.1217
2013-12-08,265.6552
2013-12-09,266.1139
2013-12-10,266.5660
2013-12-11,265.9093
2013-12-12,267.9479
2013-12-13,267.8435
2013-12-14,267.1419
2013-12-15,267.8612
2013-12-16,269.7108
2013-12-17,270.9718
2013-12-18,271.2207
2013-12-19,268.6354
2013-12-20,266.1652
2013-12-21,266.4527
2013-12-22,265.9452
2013-12-23,265.1156
2013-12-24,266.4305
2013-12-25,269.7315
2013-12-26,270.0896
2013-12-27,271.9024
2013-12-28,275.9030
2013-12-29,265.8934
2013-12-30,264.3269
2013-12-31,
2014-01-01,
2014-01-02,
2014-01-03,267.9684
2014-01-04,267.2596
2014-01-05,
2014-01-06,
2014-01-07,
2014-01-08,
2014-01-09,268.6511
2014-01-10,
2014-01-11,272.0562
2014-01-12,277.7736
2014-01-13,273.1131
2014-01-14,268.5239
2014-01-15,
2014-01-16,272.7203
2014-01-17,
2014-01-18,273.3053
2014-01-19,
2014-01-20,267.9550
2014-01-21,265.4130
2014-01-22,267.6337
2014-01-23,
2014-01-24,270.4847
2014-01-25,271.8760
2014-01-26,271.3869
2014-01-27,264.0408
2014-01-28,263.3332
2014-01-29,264.4617
2014-01-30,266.8340
2014-01-31,266.0433
2014-02-01,265.8498
2014-02-02,265.7132
2014-02-03,265.2617
2014-02-04,264.6555
2014-02-05,265.0814
2014-02-06,264.6088
2014-02-07,265.0728
2014-02-08,264.5366
2014-02-09,264.6006
2014-02-10,264.8525
2014-02-11,264.4986
2014-02-12,264.7613
2014-02-13,265.9992
2014-02-14,266.2155
2014-02-15,267.7893
2014-02-16,266.6508
2014-02-17,268.4031
2014-02-18,270.6008
2014-02-19,269.3379
2014-02-20,269.8256
2014-02-21,267.5405
2014-02-22,265.8921
2014-02-23,266.0163
2014-02-24,265.2378
2014-02-25,264.7556
2014-02-26,264.7213
2014-02-27,263.4309
2014-02-28,265.8511
2014-03-01,263.7135
2014-03-02,264.0582
2014-03-03,264.3165
2014-03-04,265.4733
2014-03-05,266.1057
2014-03-06,269.9627
2014-03-07,268.7664
2014-03-08,269.0872
2014-03-09,272.7377
2014-03-10,272.6478
2014-03-11,270.8843
2014-03-12,269.9845
2014-03-13,272.4151
2014-03-14,272.7084
2014-03-15,270.3771
2014-03-16,268.0599
2014-03-17,273.1171
2014-03-18,272.4713
2014-03-19,271.0505
2014-03-20,271.3178
2014-03-21,272.1740
2014-03-22,267.3567
2014-03-23,266.4428
2014-03-24,268.6771
2014-03-25,266.7830
2014-03-26,270.6918
2014-03-27,271.9280
2014-03-28,269.9993
2014-03-29,271.1734
2014-03-30,274.5224
2014-03-31,272.0480
2014-04-01,271.4927
2014-04-02,269.7417
2014-04-03,272.1757
2014-04-04,270.3967
2014-04-05,271.8500
2014-04-06,271.9143
2014-04-07,271.9959
2014-04-08,271.5087
2014-04-09,272.7806
2014-04-10,272.2601
2014-04-11,272.5063
2014-04-12,273.3520
2014-04-13,271.8654
2014-04-14,271.3013
2014-04-15,269.9355
2014-04-16,273.0022
2014-04-17,271.4343
2014-04-18,273.8508
2014-04-19,275.7578
2014-04-20,274.1961
2014-04-21,276.1753
2014-04-22,274.2226
2014-04-23,278.1763
2014-04-24,272.7027
2014-04-25,272.9497
2014-04-26,275.2268
2014-04-27,276.3176
2014-04-28,271.7030
2014-04-29,270.0212
2014-04-30,271.3098
2014-05-01,271.1922
2014-05-02,275.9871
2014-05-03,273.7372
2014-05-04,273.6333
2014-05-05,274.4353
2014-05-06,275.7091
2014-05-07,277.9183
2014-05-08,274.0023
2014-05-09,272.3638
2014-05-10,274.7458
2014-05-11,276.0506
2014-05-12,273.1218
2014-05-13,272.0235
2014-05-14,272.2969
2014-05-15,272.0332
2014-05-16,275.0983
2014-05-17,275.1007
2014-05-18,278.3956
2014-05-19,280.2310
2014-05-20,277.7742
2014-05-21,277.8938
2014-05-22,279.7114
2014-05-23,285.6782
2014-05-24,288.1095
2014-05-25,288.1925
2014-05-26,286.0742
2014-05-27,286.2696
2014-05-28,287.0867
2014-05-29,292.0052
2014-05-30,287.7552
2014-05-31,284.1999
2014-06-01,285.4820
2014-06-02,283.7781
2014-06-03,280.4899
2014-06-04,284.8356
2014-06-05,284.5610
2014-06-06,282.5651
2014-06-07,278.6720
2014-06-08,281.3220
2014-06-09,280.4502
2014-06-10,286.1322
2014-06-11,284.9682
2014-06-12,277.6891
2014-06-13,281.2548
2014-06-14,284.6176
2014-06-15,282.3450
2014-06-16,279.9538
2014-06-17,286.5845
2014-06-18,287.7238
2014-06-19,284.7987
2014-06-20,281.6421
2014-06-21,284.7722
2014-06-22,286.5979
2014-06-23,284.1712
2014-06-24,285.9707
2014-06-25,285.5688
2014-06-26,287.0154
2014-06-27,289.2084
2014-06-28,288.5604
2014-06-29,284.5987
2014-06-30,284.2338
2014-07-01,282.8837
2014-07-02,275.9046
2014-07-03,281.5207
2014-07-04,288.1413
2014-07-05,293.2099
2014-07-06,290.7443
2014-07-07,287.2321
2014-07-08,285.0172
2014-07-09,282.0866
2014-07-10,288.7753
2014-07-11,289.7726
2014-07-12,287.1518
2014-07-13,282.5624
2014-07-14,282.8963
2014-07-15,280.5773
2014-07-16,282.5549
2014-07-17,285.8459
2014-07-18,289.9543
2014-07-19,285.7091
2014-07-20,291.5075
2014-07-21,292.6958
2014-07-22,285.9629
2014-07-23,287.6219
2014-07-24,289.9832
2014-07-25,288.1684
2014-07-26,285.4767
2014-07-27,285.4401
2014-07-28,283.3437
2014-07-29,282.7772
2014-07-30,283.9506
2014-07-31,285.3274
2014-08-01,286.7093
2014-08-02,287.4222
2014-08-03,287.1041
2014-08-04,285.6656
2014-08-05,284.8270
2014-08-06,285.8280
2014-08-07,289.2897
2014-08-08,289.0917
2014-08-09,290.3559
2014-08-10,286.0357
2014-08-11,282.1744
2014-08-12,284.2559
2014-08-13,289.3063
2014-08-14,290.5250
2014-08-15,292.2783
2014-08-16,292.0253
2014-08-17,289.9603
2014-08-18,287.2821
2014-08-19,285.1712
2014-08-20,290.5758
2014-08-21,288.1866
2014-08-22,288.1922
2014-08-23,287.6247
2014-08-24,284.6163
2014-08-25,281.6768
2014-08-26,276.9160
2014-08-27,280.2800
2014-08-28,287.0349
2014-08-29,289.1800
2014-08-30,279.5322
2014-08-31,283.5816
2014-09-01,280.0381
2014-09-02,279.6255
2014-09-03,280.6421
2014-09-04,284.9885
2014-09-05,277.5057
2014-09-06,277.8853
2014-09-07,280.7775
2014-09-08,284.7223
2014-09-09,283.2931
2014-09-10,275.9102
2014-09-11,273.7967
2014-09-12,273.6544
2014-09-13,274.7638
2014-09-14,275.9641
2014-09-15,274.6595
2014-09-16,277.8884
2014-09-17,278.4232
2014-09-18,281.2677
2014-09-19,288.8358
2014-09-20,282.6358
2014-09-21,280.4625
2014-09-22,279.0691
2014-09-23,286.1260
2014-09-24,287.7907
2014-09-25,287.1581
2014-09-26,291.4006
2014-09-27,290.1912
2014-09-28,287.0797
2014-09-29,280.5412
2014-09-30,281.8292
2014-10-01,283.2608
2014-10-02,278.9193
2014-10-03,274.6446
2014-10-04,272.8765
2014-10-05,277.8221
2014-10-06,276.1345
2014-10-07,280.2660
2014-10-08,275.0289
2014-10-09,275.0106
2014-10-10,273.0363
2014-10-11,277.3610
2014-10-12,282.1738
2014-10-13,276.0748
2014-10-14,275.9210
2014-10-15,279.9039
2014-10-16,282.7801
2014-10-17,280.0454
2014-10-18,278.8783
2014-10-19,280.0900
2014-10-20,277.0992
2014-10-21,280.6916
2014-10-22,284.8426
2014-10-23,278.0452
2014-10-24,280.0056
2014-10-25,278.8445
2014-10-26,279.0717
2014-10-27,277.6787
2014-10-28,274.9925
2014-10-29,273.7350
2014-10-30,274.5946
2014-10-31,269.5803
2014-11-01,274.3335
2014-11-02,276.2154
2014-11-03,276.8192
2014-11-04,274.6851
2014-11-05,274.8853
2014-11-06,272.0815
2014-11-07,277.6386
2014-11-08,274.0371
2014-11-09,272.7705
2014-11-10,270.7970
2014-11-11,269.0550
2014-11-12,268.5066
2014-11-13,268.2914
2014-11-14,265.5593
2014-11-15,266.3432
2014-11-16,266.1377
2014-11-17,266.0489
2014-11-18,266.9018
2014-11-19,268.7666
2014-11-20,266.3609
2014-11-21,268.3250
2014-11-22,271.6365
2014-11-23,274.1967
2014-11-24,267.2600
2014-11-25,269.6346
2014-11-26,268.9493
2014-11-27,266.9812
2014-11-28,270.2900
2014-11-29,272.0334
2014-11-30,267.5004
2014-12-01,266.7439
2014-12-02,267.7721
2014-12-03,268.7314
2014-12-04,268.0948
2014-12-05,269.5100
2014-12-06,268.5358
2014-12-07,271.2688
2014-12-08,270.7464
2014-12-09,267.3283
2014-12-10,270.2176
2014-12-11,271.2486
2014-12-12,272.8524
2014-12-13,272.4954
2014-12-14,273.7098
2014-12-15,270.6417
2014-12-16,266.5330
2014-12-17,267.0842
2014-12-18,266.7250
2014-12-19,268.9911
2014-12-20,269.1234
2014-12-21,270.4175
2014-12-22,272.5876
2014-12-23,269.9426
2014-12-24,269.7795
2014-12-25,268.8767
2014-12-26,268.0445
2014-12-27,264.7063
2014-12-28,265.6699
2014-12-29,264.4814
2014-12-30,263.3671
2014-12-31,263.6790
2015-01-01,266.5978
2015-01-02,267.1022
2015-01-03,266.9871
2015-01-04,263.7757
2015-01-05,263.6276
2015-01-06,264.4572
2015-01-07,263.8127
2015-01-08,265.1688
2015-01-09,264.5150
2015-01-10,264.1833
2015-01-11,264.4422
2015-01-12,263.9632
2015-01-13,263.9270
2015-01-14,265.0793
2015-01-15,268.4718
2015-01-16,267.9374
2015-01-17,273.7345
2015-01-18,270.3279
2015-01-19,270.5899
2015-01-20,271.7239
2015-01-21,269.5480
2015-01-22,266.7288
2015-01-23,273.9260
2015-01-24,270.5766
2015-01-25,272.1726
2015-01-26,273.0319
2015-01-27,272.3303
2015-01-28,272.8262
2015-01-29,271.3267
2015-01-30,269.0297
2015-01-31,270.4337
2015-02-01,267.1364
2015-02-02,267.1016
2015-02-03,267.0969
2015-02-04,265.8311
2015-02-05,267.0549
2015-02-06,268.3749
2015-02-07,269.6495
2015-02-08,270.6080
2015-02-09,269.8407
2015-02-10,270.1099
2015-02-11,268.5758
2015-02-12,266.5720
2015-02-13,269.9621
2015-02-14,268.2909
2015-02-15,267.5806
2015-02-16,269.1013
2015-02-17,265.9167
2015-02-18,264.4405
2015-02-19,266.3713
2015-02-20,269.7217
2015-02-21,267.8843
2015-02-22,264.5243
2015-02-23,264.6409
2015-02-24,270.3566
2015-02-25,268.4004
2015-02-26,264.7602
2015-02-27,263.7229
2015-02-28,265.4466
2015-03-01,264.8667
2015-03-02,264.5868
2015-03-03,267.2418
2015-03-04,264.2979
2015-03-05,264.8121
2015-03-06,267.3247
2015-03-07,273.0236
2015-03-08,270.9122
2015-03-09,272.8085
2015-03-10,273.5506
2015-03-11,273.2569
2015-03-12,274.1723
2015-03-13,274.3407
2015-03-14,273.8433
2015-03-15,277.7328
2015-03-16,277.2117
2015-03-17,271.0696
2015-03-18,273.2215
2015-03-19,273.7922
2015-03-20,273.9114
2015-03-21,272.4182
2015-03-22,272.5972
2015-03-23,273.3345
2015-03-24,275.4746
2015-03-25,272.7726
2015-03-26,271.6453
2015-03-27,271.3135
2015-03-28,274.7885
2015-03-29,272.9894
2015-03-30,275.3790
