# Data source: VanderSat
# Creation date: 2024-10-22
# Copyright: 2024, VanderSat B.V.
# Documentation: https://docs.vandersat.com/
# Contact information: https://vandersat.com/contact/
# Unit m3/m3
date,SM-AMSR2-C1-DESC_V5.0_1000
2012-10-16,0.1957
2012-10-17,0.2412
2012-10-18,0.3064
2012-10-19,0.3262
2012-10-20,0.2963
2012-10-21,0.2785
2012-10-22,0.2816
2012-10-23,0.3257
2012-10-24,0.3032
2012-10-25,0.2889
2012-10-26,0.2719
2012-10-27,0.2316
2012-10-28,0.2459
2012-10-29,0.2543
2012-10-30,0.2799
2012-10-31,0.2833
2012-11-01,0.2604
2012-11-02,0.2616
2012-11-03,0.2646
2012-11-04,0.2724
2012-11-05,0.2953
2012-11-06,0.3083
2012-11-07,0.2786
2012-11-08,0.2885
2012-11-09,0.2561
2012-11-10,0.2013
2012-11-11,0.2074
2012-11-12,0.2010
2012-11-13,0.2002
2012-11-14,0.2048
2012-11-15,0.2176
