# Data source: VanderSat
# Creation date: 2024-10-22
# Copyright: 2024, VanderSat B.V.
# Documentation: https://docs.vandersat.com/
# Contact information: https://vandersat.com/contact/
# Unit m3/m3
date,SM-AMSR2-C1-DESC_V5.0_1000
2012-11-16,0.2141
2012-11-17,0.2205
2012-11-18,0.2298
2012-11-19,0.2512
2012-11-20,0.2281
2012-11-21,0.2641
2012-11-22,0.2585
2012-11-23,0.2100
2012-11-24,0.2228
2012-11-25,0.2175
2012-11-26,0.2143
2012-11-27,0.2169
2012-11-28,0.2120
2012-11-29,0.2261
2012-11-30,0.2239
2012-12-01,0.2300
2012-12-02,0.2301
2012-12-03,0.2834
2012-12-04,0.2168
2012-12-05,0.2274
2012-12-06,0.2331
2012-12-07,0.2143
2012-12-08,0.1978
2012-12-09,0.2276
2012-12-10,0.2310
2012-12-11,0.2204
2012-12-12,0.2137
2012-12-13,0.2097
2012-12-14,0.2054
2012-12-15,0.2217
2012-12-16,0.2174
2012-12-17,0.1954
2012-12-18,0.1985
2012-12-19,0.2009
2012-12-20,0.2205
2012-12-21,0.2151
2012-12-22,0.2146
2012-12-23,0.2147
2012-12-24,0.2091
2012-12-25,0.2049
2012-12-26,0.2043
2012-12-27,0.1849
2012-12-28,0.2005
2012-12-29,0.2033
2012-12-30,0.1958
2012-12-31,0.2292
2013-01-01,0.2154
2013-01-02,0.2197
2013-01-03,0.2304
2013-01-04,0.2398
2013-01-05,0.2426
2013-01-06,0.2432
2013-01-07,0.2416
2013-01-08,0.2385
2013-01-09,0.2359
2013-01-10,0.2489
2013-01-11,0.2598
2013-01-12,0.2194
2013-01-13,0.2257
2013-01-14,0.2319
2013-01-15,0.2179
2013-01-16,0.2936
2013-01-17,0.2401
2013-01-18,0.2174
2013-01-19,0.2289
2013-01-20,0.2335
2013-01-21,0.2498
2013-01-22,0.2485
2013-01-23,0.2465
2013-01-24,0.2498
2013-01-25,0.2437
2013-01-26,0.2586
2013-01-27,0.2656
2013-01-28,0.2416
2013-01-29,0.2291
2013-01-30,0.2402
2013-01-31,0.2366
2013-02-01,0.2483
2013-02-02,0.2300
2013-02-03,0.2251
2013-02-04,0.2301
2013-02-05,0.2307
2013-02-06,0.2392
2013-02-07,0.2260
2013-02-08,0.2273
2013-02-09,0.2340
2013-02-10,0.2347
2013-02-11,0.2366
2013-02-12,0.2365
2013-02-13,0.2374
2013-02-14,0.2271
2013-02-15,0.2268
2013-02-16,0.2145
2013-02-17,0.2386
2013-02-18,0.2490
2013-02-19,0.2240
2013-02-20,0.2377
2013-02-21,0.2363
2013-02-22,0.2299
2013-02-23,0.2276
2013-02-24,0.2408
2013-02-25,0.2266
2013-02-26,0.2241
2013-02-27,0.2302
2013-02-28,0.2167
2013-03-01,0.2224
2013-03-02,0.2293
2013-03-03,0.2544
2013-03-04,0.2534
2013-03-05,0.2333
2013-03-06,0.2144
2013-03-07,0.1998
2013-03-08,0.2240
2013-03-09,0.2260
2013-03-10,0.2227
2013-03-11,0.2213
2013-03-12,0.2216
2013-03-13,0.2213
2013-03-14,0.2677
2013-03-15,0.2730
2013-03-16,0.2251
2013-03-17,0.2331
2013-03-18,0.2376
2013-03-19,0.2298
2013-03-20,0.2191
2013-03-21,0.2349
2013-03-22,0.2220
2013-03-23,0.1945
2013-03-24,0.1998
2013-03-25,0.1941
2013-03-26,0.1971
2013-03-27,0.2172
2013-03-28,0.2387
2013-03-29,0.2557
2013-03-30,0.2787
2013-03-31,0.2610
2013-04-01,0.2160
2013-04-02,0.2341
2013-04-03,0.2630
2013-04-04,0.2648
2013-04-05,0.2503
2013-04-06,0.2923
2013-04-07,0.2782
2013-04-08,0.2689
2013-04-09,0.2371
2013-04-10,0.2198
2013-04-11,0.2504
2013-04-12,0.2574
2013-04-13,0.2499
2013-04-14,0.2418
2013-04-15,0.2585
2013-04-16,0.2593
2013-04-17,0.2486
2013-04-18,0.2455
2013-04-19,0.2586
2013-04-20,0.2686
2013-04-21,0.2858
2013-04-22,0.2805
2013-04-23,0.2338
2013-04-24,0.2821
2013-04-25,0.2661
2013-04-26,0.3359
2013-04-27,0.3453
2013-04-28,0.3477
2013-04-29,0.3858
2013-04-30,0.3609
2013-05-01,0.3185
2013-05-02,0.3205
2013-05-03,0.3189
2013-05-04,0.3222
2013-05-05,0.3261
2013-05-06,0.3133
2013-05-07,0.2846
2013-05-08,0.2983
2013-05-09,0.2769
2013-05-10,0.2599
2013-05-11,
2013-05-12,
2013-05-13,
2013-05-14,
2013-05-15,0.2519
2013-05-16,0.2173
2013-05-17,0.2527
2013-05-18,0.2872
2013-05-19,0.3220
2013-05-20,0.3950
2013-05-21,0.4261
2013-05-22,0.3899
2013-05-23,0.3247
2013-05-24,0.3073
2013-05-25,0.2956
2013-05-26,0.3026
2013-05-27,0.2992
2013-05-28,0.3296
2013-05-29,0.2965
2013-05-30,0.3085
2013-05-31,0.3656
2013-06-01,0.3764
2013-06-02,0.3346
2013-06-03,0.2934
2013-06-04,0.3587
2013-06-05,0.3502
2013-06-06,0.3246
2013-06-07,0.2857
2013-06-08,0.2831
2013-06-09,0.3191
2013-06-10,0.3089
2013-06-11,0.2516
2013-06-12,0.2541
2013-06-13,0.2621
2013-06-14,0.2392
2013-06-15,0.2380
2013-06-16,0.2405
2013-06-17,0.2130
2013-06-18,0.2118
2013-06-19,0.2058
2013-06-20,0.2027
2013-06-21,0.2598
2013-06-22,0.2809
2013-06-23,0.2773
2013-06-24,0.2760
2013-06-25,0.2467
2013-06-26,0.2706
2013-06-27,0.2054
2013-06-28,0.2090
2013-06-29,0.1972
2013-06-30,0.1886
2013-07-01,0.1857
2013-07-02,0.1993
2013-07-03,0.1821
2013-07-04,0.1772
2013-07-05,0.1824
2013-07-06,0.2367
2013-07-07,0.1970
2013-07-08,0.1967
2013-07-09,0.2303
2013-07-10,0.2191
2013-07-11,0.2062
2013-07-12,0.1686
2013-07-13,0.1863
2013-07-14,0.2071
2013-07-15,0.2099
2013-07-16,0.2021
2013-07-17,0.1953
2013-07-18,0.2051
2013-07-19,0.1749
2013-07-20,0.2013
2013-07-21,0.1834
2013-07-22,0.2071
2013-07-23,0.1843
2013-07-24,0.1906
2013-07-25,0.1672
2013-07-26,0.1778
2013-07-27,0.1790
2013-07-28,0.1729
2013-07-29,0.1604
2013-07-30,0.2074
2013-07-31,0.2073
2013-08-01,0.1743
2013-08-02,0.1786
2013-08-03,0.1692
2013-08-04,0.1947
2013-08-05,0.2129
2013-08-06,0.1989
2013-08-07,0.2396
2013-08-08,0.1931
2013-08-09,0.1902
2013-08-10,0.1769
2013-08-11,0.2151
2013-08-12,0.2000
2013-08-13,0.1812
2013-08-14,0.1759
2013-08-15,0.1861
2013-08-16,0.1880
2013-08-17,0.1693
2013-08-18,0.1758
2013-08-19,0.1905
2013-08-20,0.1783
2013-08-21,0.1678
2013-08-22,0.1500
2013-08-23,0.1779
2013-08-24,0.1642
2013-08-25,0.1853
2013-08-26,0.1718
2013-08-27,0.1901
2013-08-28,0.1766
2013-08-29,0.1784
2013-08-30,0.2106
2013-08-31,0.1988
2013-09-01,0.1929
2013-09-02,0.1742
2013-09-03,0.1764
2013-09-04,0.1681
2013-09-05,0.1684
2013-09-06,0.1844
2013-09-07,0.1792
2013-09-08,0.2254
2013-09-09,0.2263
2013-09-10,0.2878
2013-09-11,0.2422
2013-09-12,0.2141
2013-09-13,0.2164
2013-09-14,0.2038
2013-09-15,0.2269
2013-09-16,0.2240
2013-09-17,0.2322
2013-09-18,0.2217
2013-09-19,0.2454
2013-09-20,0.2453
2013-09-21,0.2236
2013-09-22,0.2239
2013-09-23,0.2063
2013-09-24,0.2497
2013-09-25,0.2186
2013-09-26,0.2190
2013-09-27,0.2251
2013-09-28,0.2732
2013-09-29,0.2892
2013-09-30,0.2509
2013-10-01,0.2406
2013-10-02,0.2117
2013-10-03,0.2084
2013-10-04,0.2290
2013-10-05,0.3301
2013-10-06,0.3174
2013-10-07,0.2892
2013-10-08,0.2730
2013-10-09,0.2571
2013-10-10,0.2525
2013-10-11,0.2434
2013-10-12,0.3466
2013-10-13,0.3334
2013-10-14,0.3110
2013-10-15,0.3772
2013-10-16,0.3587
2013-10-17,0.3308
2013-10-18,0.3338
2013-10-19,0.3290
2013-10-20,0.3333
2013-10-21,0.3248
2013-10-22,0.3382
2013-10-23,0.3226
2013-10-24,0.3176
2013-10-25,0.3106
2013-10-26,0.3107
2013-10-27,0.3158
2013-10-28,0.2812
2013-10-29,0.2718
2013-10-30,0.2924
2013-10-31,0.2980
2013-11-01,0.2916
2013-11-02,0.2854
2013-11-03,0.2977
2013-11-04,0.2833
2013-11-05,0.2603
2013-11-06,0.2393
2013-11-07,0.2457
2013-11-08,0.2527
2013-11-09,0.2806
2013-11-10,0.2432
2013-11-11,0.2405
2013-11-12,0.2298
2013-11-13,0.2542
2013-11-14,0.2606
2013-11-15,0.2446
2013-11-16,0.2624
2013-11-17,0.2788
2013-11-18,0.2445
2013-11-19,0.2576
2013-11-20,0.2596
2013-11-21,0.2381
2013-11-22,0.2348
2013-11-23,0.2377
2013-11-24,0.2407
2013-11-25,0.2346
2013-11-26,0.2329
2013-11-27,0.2404
2013-11-28,0.2332
2013-11-29,0.2282
2013-11-30,0.2269
2013-12-01,0.2187
2013-12-02,0.2419
2013-12-03,0.2161
2013-12-04,0.2253
2013-12-05,0.2434
2013-12-06,0.2426
2013-12-07,0.2451
2013-12-08,0.2424
2013-12-09,0.2406
2013-12-10,0.2371
2013-12-11,0.2346
2013-12-12,0.2396
2013-12-13,0.2351
2013-12-14,0.2207
2013-12-15,0.2141
2013-12-16,0.2282
2013-12-17,0.2303
2013-12-18,0.2460
2013-12-19,0.2391
2013-12-20,0.2193
2013-12-21,0.2264
2013-12-22,0.2192
2013-12-23,0.2278
2013-12-24,0.2437
2013-12-25,0.2320
2013-12-26,0.2184
2013-12-27,0.2339
2013-12-28,0.2575
2013-12-29,0.2599
2013-12-30,0.2621
2013-12-31,0.2409
2014-01-01,0.2329
2014-01-02,0.2200
2014-01-03,0.2719
2014-01-04,0.2925
2014-01-05,0.2880
2014-01-06,0.2757
2014-01-07,0.2578
2014-01-08,0.2609
2014-01-09,0.2797
2014-01-10,0.2833
2014-01-11,0.2839
2014-01-12,0.2909
2014-01-13,0.2976
2014-01-14,0.2773
2014-01-15,0.2657
2014-01-16,0.2582
2014-01-17,0.2564
2014-01-18,0.2500
2014-01-19,0.2614
2014-01-20,0.2409
2014-01-21,0.2322
2014-01-22,0.2143
2014-01-23,0.2363
2014-01-24,0.2349
2014-01-25,0.2871
2014-01-26,0.2823
2014-01-27,0.2383
2014-01-28,0.2495
2014-01-29,0.2475
2014-01-30,0.2383
2014-01-31,0.2442
2014-02-01,0.2416
2014-02-02,0.2411
2014-02-03,0.2361
2014-02-04,0.2580
2014-02-05,0.2415
2014-02-06,0.2579
2014-02-07,0.2605
2014-02-08,0.2548
2014-02-09,0.2533
2014-02-10,0.2593
2014-02-11,0.2690
2014-02-12,0.2457
2014-02-13,0.2318
2014-02-14,0.2337
2014-02-15,0.2320
2014-02-16,0.2317
2014-02-17,0.2214
2014-02-18,0.2462
2014-02-19,0.2341
2014-02-20,0.2434
2014-02-21,0.2385
2014-02-22,0.2451
2014-02-23,0.2441
2014-02-24,0.2506
2014-02-25,0.2494
2014-02-26,0.2555
2014-02-27,0.2493
2014-02-28,0.2466
2014-03-01,0.2498
2014-03-02,0.2632
2014-03-03,0.2616
2014-03-04,0.2531
2014-03-05,0.2402
2014-03-06,0.2383
2014-03-07,0.2434
2014-03-08,0.2510
2014-03-09,0.3068
2014-03-10,0.3367
2014-03-11,0.3351
2014-03-12,0.2623
2014-03-13,0.3067
2014-03-14,0.3420
2014-03-15,0.2825
2014-03-16,0.2503
2014-03-17,0.3179
2014-03-18,0.3176
2014-03-19,0.2693
2014-03-20,0.2790
2014-03-21,0.3465
2014-03-22,0.2470
2014-03-23,0.2434
2014-03-24,0.2472
2014-03-25,0.2505
2014-03-26,0.2562
2014-03-27,0.2509
2014-03-28,0.2427
2014-03-29,0.2401
2014-03-30,0.3350
2014-03-31,0.2799
2014-04-01,0.2654
2014-04-02,0.2521
2014-04-03,0.2475
2014-04-04,0.2600
2014-04-05,0.2813
2014-04-06,0.3333
2014-04-07,0.3858
2014-04-08,0.3506
2014-04-09,0.4130
2014-04-10,0.3958
2014-04-11,0.3827
2014-04-12,0.3807
2014-04-13,0.3457
2014-04-14,0.2991
2014-04-15,0.2842
2014-04-16,0.2994
2014-04-17,0.2868
2014-04-18,0.3177
2014-04-19,0.3467
2014-04-20,0.3482
2014-04-21,0.3396
2014-04-22,0.3315
2014-04-23,0.3184
2014-04-24,0.3530
2014-04-25,0.3795
2014-04-26,0.3337
2014-04-27,0.3470
2014-04-28,0.4450
2014-04-29,0.4237
2014-04-30,0.4028
2014-05-01,0.3966
2014-05-02,0.3865
2014-05-03,0.3616
2014-05-04,0.3497
2014-05-05,0.3787
2014-05-06,0.3536
2014-05-07,0.3611
2014-05-08,0.3837
2014-05-09,0.3878
2014-05-10,0.3432
2014-05-11,0.3776
2014-05-12,0.3787
2014-05-13,0.3631
2014-05-14,0.3493
2014-05-15,0.3297
2014-05-16,0.3113
2014-05-17,0.3000
2014-05-18,0.3011
2014-05-19,0.3090
2014-05-20,0.3311
2014-05-21,0.2832
2014-05-22,0.2680
2014-05-23,0.2573
2014-05-24,0.2507
2014-05-25,0.2427
2014-05-26,0.2683
2014-05-27,0.2766
2014-05-28,0.2526
2014-05-29,0.2458
2014-05-30,0.2504
2014-05-31,0.2785
2014-06-01,0.2853
2014-06-02,0.3106
2014-06-03,0.3174
2014-06-04,0.2605
2014-06-05,0.2712
2014-06-06,0.2518
2014-06-07,0.2647
2014-06-08,0.2348
2014-06-09,0.2555
2014-06-10,0.2248
2014-06-11,0.2238
2014-06-12,0.3057
2014-06-13,0.2339
2014-06-14,0.2483
2014-06-15,0.3004
2014-06-16,0.2722
2014-06-17,0.2375
2014-06-18,0.2320
2014-06-19,0.3233
2014-06-20,0.2870
2014-06-21,0.2776
2014-06-22,0.2378
2014-06-23,0.2035
2014-06-24,0.2283
2014-06-25,0.2286
2014-06-26,0.2377
2014-06-27,0.2437
2014-06-28,0.2873
2014-06-29,0.2992
2014-06-30,0.2615
2014-07-01,0.2854
2014-07-02,0.2800
2014-07-03,0.2381
2014-07-04,0.2235
2014-07-05,0.2388
2014-07-06,0.2016
2014-07-07,0.2137
2014-07-08,0.2216
2014-07-09,0.1949
2014-07-10,0.1875
2014-07-11,0.2045
2014-07-12,0.1756
2014-07-13,0.1866
2014-07-14,0.1835
2014-07-15,0.1867
2014-07-16,0.1653
2014-07-17,0.1742
2014-07-18,0.1739
2014-07-19,0.1703
2014-07-20,0.1688
2014-07-21,0.1850
2014-07-22,0.2537
2014-07-23,0.2197
2014-07-24,0.1937
2014-07-25,0.2068
2014-07-26,0.1775
2014-07-27,0.1910
2014-07-28,0.1754
2014-07-29,0.1865
2014-07-30,0.1922
2014-07-31,0.1759
2014-08-01,0.1619
2014-08-02,0.1702
2014-08-03,0.1750
2014-08-04,0.1707
2014-08-05,0.1899
2014-08-06,0.1752
2014-08-07,0.2046
2014-08-08,0.2002
2014-08-09,0.1854
2014-08-10,0.1946
2014-08-11,0.1615
2014-08-12,0.1800
2014-08-13,0.1648
2014-08-14,0.1469
2014-08-15,0.1961
2014-08-16,0.1968
2014-08-17,0.2136
2014-08-18,0.2107
2014-08-19,0.2388
2014-08-20,0.2078
2014-08-21,0.2313
2014-08-22,0.2299
2014-08-23,0.2387
2014-08-24,0.3208
2014-08-25,0.2887
2014-08-26,0.2824
2014-08-27,0.2616
2014-08-28,0.2466
2014-08-29,0.2307
2014-08-30,0.2246
2014-08-31,0.2313
2014-09-01,0.2634
2014-09-02,0.2318
2014-09-03,0.2320
2014-09-04,0.2696
2014-09-05,0.2320
2014-09-06,0.2264
2014-09-07,0.2248
2014-09-08,0.2070
2014-09-09,0.2143
2014-09-10,0.2723
2014-09-11,0.2579
2014-09-12,0.2499
2014-09-13,0.2420
2014-09-14,0.2313
2014-09-15,0.2217
2014-09-16,0.2294
2014-09-17,0.2105
2014-09-18,0.2034
2014-09-19,0.1923
2014-09-20,0.1996
2014-09-21,0.2260
2014-09-22,0.2176
2014-09-23,0.2318
2014-09-24,0.2125
2014-09-25,0.2210
2014-09-26,0.2119
2014-09-27,0.2085
2014-09-28,0.1909
2014-09-29,0.2440
2014-09-30,0.2464
2014-10-01,0.2824
2014-10-02,0.2717
2014-10-03,0.2896
2014-10-04,0.2617
2014-10-05,0.2530
2014-10-06,0.2495
2014-10-07,0.2413
2014-10-08,0.2360
2014-10-09,0.2414
2014-10-10,0.2355
2014-10-11,0.2416
2014-10-12,0.2238
2014-10-13,0.2736
2014-10-14,0.2593
2014-10-15,0.2578
2014-10-16,0.2385
2014-10-17,0.2427
2014-10-18,0.2444
2014-10-19,0.2486
2014-10-20,0.2221
2014-10-21,0.2365
2014-10-22,0.2251
2014-10-23,0.2417
2014-10-24,0.2323
2014-10-25,0.2244
2014-10-26,0.2283
2014-10-27,0.2159
2014-10-28,0.2547
2014-10-29,0.2567
2014-10-30,0.2607
2014-10-31,0.2422
2014-11-01,0.2565
2014-11-02,0.2560
2014-11-03,0.2470
2014-11-04,0.2449
2014-11-05,0.2610
2014-11-06,0.2582
2014-11-07,0.2773
2014-11-08,0.2665
2014-11-09,0.2430
2014-11-10,0.2436
2014-11-11,0.2349
2014-11-12,0.2256
2014-11-13,0.2409
2014-11-14,0.2388
2014-11-15,0.2297
2014-11-16,0.2339
2014-11-17,0.2324
2014-11-18,0.2241
2014-11-19,0.2370
2014-11-20,0.2284
2014-11-21,0.2301
2014-11-22,0.2439
2014-11-23,0.2572
2014-11-24,0.2291
2014-11-25,0.2296
2014-11-26,0.2241
2014-11-27,0.2154
2014-11-28,0.2402
2014-11-29,0.2502
2014-11-30,0.2641
2014-12-01,0.2622
2014-12-02,0.2523
2014-12-03,0.2525
2014-12-04,0.2484
2014-12-05,0.2499
2014-12-06,0.2452
2014-12-07,0.2419
2014-12-08,0.2272
2014-12-09,0.2255
2014-12-10,0.2352
2014-12-11,0.2426
2014-12-12,0.2304
2014-12-13,0.2484
2014-12-14,0.2677
2014-12-15,0.2272
2014-12-16,0.2039
2014-12-17,0.2201
2014-12-18,0.2185
2014-12-19,0.2176
2014-12-20,0.2185
2014-12-21,0.2333
2014-12-22,0.2615
2014-12-23,0.2420
2014-12-24,0.2216
2014-12-25,0.2185
2014-12-26,0.2180
2014-12-27,0.2229
2014-12-28,0.2101
2014-12-29,0.2123
2014-12-30,0.2195
2014-12-31,0.2392
2015-01-01,0.2335
2015-01-02,0.2262
2015-01-03,0.2217
2015-01-04,0.2362
2015-01-05,0.2421
2015-01-06,0.2465
2015-01-07,0.2524
2015-01-08,0.2507
2015-01-09,0.2610
2015-01-10,0.2650
2015-01-11,0.2542
2015-01-12,0.2526
2015-01-13,0.2608
2015-01-14,0.2543
2015-01-15,0.2392
2015-01-16,0.2387
2015-01-17,0.2751
2015-01-18,0.2363
2015-01-19,0.2314
2015-01-20,0.2471
2015-01-21,0.2087
2015-01-22,0.2339
2015-01-23,0.2492
2015-01-24,0.2365
2015-01-25,0.2872
2015-01-26,0.3003
2015-01-27,0.2584
2015-01-28,0.2714
2015-01-29,0.2404
2015-01-30,0.2380
2015-01-31,0.2381
2015-02-01,0.2469
2015-02-02,0.2469
2015-02-03,0.2446
2015-02-04,0.2329
2015-02-05,0.2424
2015-02-06,0.2346
2015-02-07,0.2609
2015-02-08,0.2813
2015-02-09,0.2651
2015-02-10,0.2463
2015-02-11,0.2544
2015-02-12,0.2591
2015-02-13,0.2637
2015-02-14,0.2547
2015-02-15,0.2546
2015-02-16,0.2463
2015-02-17,0.2466
2015-02-18,0.2641
2015-02-19,0.2659
2015-02-20,0.2566
2015-02-21,0.2325
2015-02-22,0.2445
2015-02-23,0.2666
2015-02-24,0.2535
2015-02-25,0.2465
2015-02-26,0.2464
2015-02-27,0.2528
2015-02-28,0.2515
2015-03-01,0.2520
2015-03-02,0.2449
2015-03-03,0.2413
2015-03-04,0.2486
2015-03-05,0.2635
2015-03-06,0.2512
2015-03-07,0.2620
2015-03-08,0.2470
2015-03-09,0.2683
2015-03-10,0.3255
2015-03-11,0.3159
2015-03-12,0.3655
2015-03-13,0.3550
2015-03-14,0.3368
2015-03-15,0.3426
2015-03-16,0.3324
2015-03-17,0.2727
2015-03-18,0.2960
2015-03-19,0.3133
2015-03-20,0.3088
2015-03-21,0.2922
2015-03-22,0.2837
2015-03-23,0.2740
2015-03-24,0.2937
2015-03-25,0.2968
2015-03-26,0.2497
2015-03-27,0.2766
2015-03-28,0.3044
2015-03-29,0.3457
2015-03-30,0.3294
2015-03-31,0.3328
2015-04-01,0.3162
2015-04-02,0.3266
2015-04-03,0.2931
2015-04-04,0.2883
2015-04-05,0.2902
2015-04-06,0.2966
2015-04-07,0.3066
2015-04-08,0.3113
2015-04-09,0.3257
2015-04-10,0.3216
2015-04-11,0.3108
2015-04-12,0.3064
2015-04-13,0.3097
2015-04-14,0.2961
2015-04-15,0.2842
2015-04-16,0.2765
2015-04-17,0.2682
2015-04-18,0.2615
2015-04-19,0.3124
2015-04-20,0.3151
2015-04-21,0.2823
2015-04-22,0.2741
2015-04-23,0.2689
2015-04-24,0.2841
2015-04-25,0.2577
2015-04-26,0.2710
2015-04-27,0.2809
2015-04-28,0.3045
2015-04-29,0.2542
2015-04-30,0.2353
2015-05-01,0.2536
2015-05-02,0.2128
2015-05-03,0.2067
2015-05-04,0.1952
2015-05-05,0.2098
2015-05-06,0.2035
2015-05-07,0.3421
2015-05-08,0.3000
2015-05-09,0.2804
2015-05-10,0.2731
2015-05-11,0.3343
2015-05-12,0.3036
2015-05-13,0.2814
2015-05-14,0.3103
2015-05-15,0.3184
2015-05-16,0.2859
2015-05-17,0.3456
2015-05-18,0.3833
2015-05-19,0.3377
2015-05-20,0.2983
2015-05-21,0.2914
2015-05-22,0.2452
2015-05-23,0.2325
2015-05-24,0.2267
2015-05-25,0.2370
2015-05-26,0.2482
2015-05-27,0.2284
2015-05-28,0.2722
2015-05-29,0.2775
2015-05-30,0.2553
2015-05-31,0.2336
2015-06-01,0.2224
2015-06-02,0.2470
2015-06-03,0.3058
2015-06-04,0.2623
2015-06-05,0.2500
2015-06-06,0.2326
2015-06-07,0.2866
2015-06-08,0.2612
2015-06-09,0.2231
2015-06-10,0.1795
2015-06-11,0.2151
2015-06-12,0.2085
2015-06-13,0.1896
2015-06-14,0.1999
2015-06-15,0.2366
2015-06-16,0.2023
2015-06-17,0.2479
2015-06-18,0.2593
2015-06-19,0.2156
2015-06-20,0.2701
2015-06-21,0.2307
2015-06-22,0.2871
2015-06-23,0.2304
2015-06-24,0.2365
2015-06-25,0.2377
2015-06-26,0.2284
2015-06-27,0.1968
2015-06-28,0.2017
2015-06-29,0.1817
2015-06-30,0.1644
2015-07-01,0.2312
2015-07-02,0.2018
2015-07-03,0.1903
2015-07-04,0.1863
2015-07-05,0.2067
2015-07-06,0.2039
2015-07-07,0.1981
2015-07-08,0.1993
2015-07-09,0.1962
2015-07-10,0.1864
2015-07-11,0.1682
2015-07-12,0.1671
2015-07-13,0.1698
2015-07-14,0.1930
2015-07-15,0.1842
2015-07-16,0.1948
2015-07-17,0.2422
2015-07-18,0.2181
2015-07-19,0.1792
2015-07-20,0.1601
2015-07-21,0.1817
2015-07-22,0.1663
2015-07-23,0.1758
2015-07-24,0.2259
2015-07-25,0.1843
2015-07-26,0.1983
2015-07-27,0.1962
2015-07-28,0.2201
2015-07-29,0.1957
2015-07-30,0.1864
2015-07-31,0.1604
2015-08-01,0.1723
2015-08-02,0.1734
2015-08-03,0.1604
2015-08-04,0.1609
2015-08-05,0.1635
2015-08-06,0.1898
2015-08-07,0.2159
2015-08-08,0.1881
2015-08-09,0.1775
2015-08-10,0.1920
2015-08-11,0.1855
2015-08-12,0.1768
2015-08-13,0.1636
2015-08-14,0.1670
2015-08-15,0.1691
2015-08-16,0.1415
2015-08-17,0.1727
2015-08-18,0.1742
2015-08-19,0.2014
2015-08-20,0.1726
2015-08-21,0.1705
2015-08-22,0.1651
2015-08-23,0.2651
2015-08-24,0.2449
2015-08-25,0.2133
2015-08-26,0.2071
2015-08-27,0.1838
2015-08-28,0.1856
2015-08-29,0.1776
2015-08-30,0.1693
2015-08-31,0.1766
2015-09-01,0.1647
2015-09-02,0.1851
2015-09-03,0.1852
2015-09-04,0.1649
2015-09-05,0.2102
2015-09-06,0.2646
2015-09-07,0.2396
2015-09-08,0.2163
2015-09-09,0.1959
2015-09-10,0.1933
2015-09-11,0.1823
2015-09-12,0.1966
2015-09-13,0.1936
2015-09-14,0.1722
2015-09-15,0.1783
2015-09-16,0.1808
2015-09-17,0.2160
2015-09-18,0.2092
2015-09-19,0.2338
2015-09-20,0.2034
2015-09-21,0.1914
2015-09-22,0.1590
2015-09-23,0.1926
2015-09-24,0.2123
2015-09-25,0.2082
2015-09-26,0.2133
2015-09-27,0.1791
2015-09-28,0.1804
2015-09-29,0.1736
2015-09-30,0.1902
2015-10-01,0.1794
2015-10-02,0.2025
2015-10-03,0.2384
2015-10-04,0.2423
2015-10-05,0.2462
2015-10-06,0.2351
2015-10-07,0.2311
2015-10-08,0.2488
2015-10-09,0.2225
2015-10-10,0.2309
2015-10-11,0.2086
2015-10-12,0.2055
2015-10-13,0.2154
2015-10-14,0.2046
2015-10-15,0.2009
2015-10-16,0.2026
2015-10-17,0.2061
2015-10-18,0.2181
2015-10-19,0.2023
2015-10-20,0.1949
2015-10-21,0.2189
2015-10-22,0.2096
2015-10-23,0.2701
2015-10-24,0.3232
2015-10-25,0.3047
2015-10-26,0.2911
2015-10-27,0.3021
2015-10-28,0.3165
2015-10-29,0.3180
2015-10-30,0.2880
2015-10-31,0.2910
2015-11-01,0.2913
2015-11-02,0.2736
2015-11-03,0.2683
2015-11-04,0.2796
2015-11-05,0.2997
2015-11-06,0.3410
2015-11-07,0.2856
2015-11-08,0.3086
2015-11-09,0.3067
2015-11-10,0.2870
2015-11-11,0.2785
2015-11-12,0.2755
2015-11-13,0.2549
2015-11-14,0.2900
2015-11-15,0.2685
2015-11-16,0.2688
2015-11-17,0.2670
2015-11-18,0.2745
2015-11-19,0.2389
2015-11-20,0.2123
2015-11-21,0.2025
2015-11-22,0.2133
2015-11-23,0.2245
2015-11-24,0.2203
2015-11-25,0.2253
2015-11-26,0.2138
2015-11-27,0.2145
2015-11-28,0.2211
2015-11-29,0.2207
2015-11-30,0.2111
2015-12-01,0.2012
2015-12-02,0.2198
2015-12-03,0.2228
2015-12-04,
2015-12-05,0.2476
2015-12-06,0.2239
2015-12-07,0.2277
2015-12-08,0.2344
2015-12-09,0.2397
2015-12-10,0.3040
2015-12-11,0.2594
2015-12-12,0.2296
2015-12-13,0.2184
2015-12-14,0.2174
2015-12-15,0.2002
2015-12-16,0.2067
2015-12-17,0.2110
2015-12-18,0.2288
2015-12-19,0.2285
2015-12-20,0.2311
2015-12-21,0.2305
2015-12-22,0.2243
2015-12-23,0.2213
2015-12-24,0.2340
2015-12-25,0.2185
2015-12-26,0.2102
2015-12-27,0.2230
2015-12-28,0.2282
2015-12-29,0.2329
2015-12-30,0.2124
2015-12-31,0.2118
2016-01-01,0.2385
2016-01-02,0.2396
2016-01-03,0.2458
2016-01-04,0.2299
2016-01-05,0.2400
2016-01-06,0.2330
2016-01-07,0.2214
2016-01-08,0.2126
2016-01-09,0.2192
2016-01-10,0.2341
2016-01-11,0.2050
2016-01-12,0.2221
2016-01-13,0.2241
2016-01-14,0.2170
2016-01-15,0.2291
2016-01-16,0.2178
2016-01-17,0.2416
